Version,generalInfo,distance,update,cost
"2017 MAZDA MAZDA2, 1.3 STD โฉม ปี14-ปัจจุบัน 4Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 6กษ2987 กรุงเทพฯ,"65,000 ",อัพเดท  1 สัปดาห์ ผู้เข้าชม  4100,"309,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,130
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง530"
"2017 MAZDA MAZDA2, 1.3 High โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน ขก646 ภูเก็ต,"61,000 ",อัพเดท  1 วัน ผู้เข้าชม  1131,"349,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,609
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง590"
"2017 MAZDA MAZDA2, 1.3 Sports High Connect โฉม ปี14-ปัจจุบัน 5Dr",สีแดง เกียร์ออโต้ ทะเบียน 6กญ585 กรุงเทพฯ,"18,500 ",อัพเดท  2 วัน ผู้เข้าชม  2254,"360,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,784
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2017 MAZDA CX-5, 2.0 C โฉม ปี13-ปัจจุบัน",สีดำ เกียร์ออโต้ ทะเบียน 7กท7677 กรุงเทพฯ,"130,000 ",อัพเดท  3 วัน ผู้เข้าชม  3090,"549,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








90,000
ดาวน์







7,319
ผ่อน



หารถโฉมนี้ที่ดาวน์ 90,000บ.


ราคาป้ายแดง1,290"
"2017 MAZDA CX-5, 2.0 C โฉม ปี13-ปัจจุบัน",สีน้ำเงิน เกียร์ออโต้ ทะเบียน 4ขถ8773 กรุงเทพฯ,"142,000 ","อัพเดท  1 วัน ผู้เข้าชม  2033 579,000 ","550,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








90,000
ดาวน์







7,335
ผ่อน



หารถโฉมนี้ที่ดาวน์ 90,000บ.


ราคาป้ายแดง1,290"
"2017 MAZDA CX-5, 2.0 S โฉม ปี13-ปัจจุบัน",สีเทา เกียร์ออโต้ ทะเบียน 6กล412 กรุงเทพฯ,"99,113 ",อัพเดท  1 วัน ผู้เข้าชม  1545,"555,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








90,000
ดาวน์







7,415
ผ่อน



หารถโฉมนี้ที่ดาวน์ 90,000บ.


ราคาป้ายแดง1,400"
"2017 MAZDA CX-5, 2.0 S โฉม ปี13-ปัจจุบัน",สีเทา เกียร์ออโต้ ทะเบียน 7กฉ1490 กรุงเทพฯ,"69,000 ",อัพเดท  4 สัปดาห์ ผู้เข้าชม  5014,"700,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








150,000
ดาวน์







8,771
ผ่อน



หารถโฉมนี้ที่ดาวน์ 150,000บ.


ราคาป้ายแดง1,400"
"2017 MAZDA MAZDA2, 1.3 High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 4ขน9351 กรุงเทพฯ,"80,000 ",อัพเดท  4 วัน ผู้เข้าชม  2557,"282,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







3,779
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000บ.


ราคาป้ายแดง620"
"2017 MAZDA MAZDA2, 1.5 XD High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีดำ เกียร์ออโต้ ทะเบียน 6กท1662 กรุงเทพฯ,"120,202 ",อัพเดท  3 ชม. ผู้เข้าชม  685,"309,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,130
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง750"
"2017 MAZDA MAZDA2, 1.3 High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีแดง เกียร์ออโต้ ทะเบียน 6กฒ731 กรุงเทพฯ,"123,020 ",อัพเดท  1 วัน ผู้เข้าชม  2899,"315,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,226
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง620"
"2017 MAZDA MAZDA2, 1.3 High Plus โฉม ปี14-ปัจจุบัน 4Dr",สีแดง เกียร์ออโต้ ทะเบียน 6กร5320 กรุงเทพฯ,"85,000 ",อัพเดท  29 นาที ผู้เข้าชม  2795,"318,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,274
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง670"
"2017 MAZDA MAZDA2, 1.5 XD โฉม ปี14-ปัจจุบัน 4Dr",สีน้ำเงิน เกียร์ออโต้ ทะเบียน 1ขข8463 กรุงเทพฯ,"101,000 ",อัพเดท  1 วัน ผู้เข้าชม  1285,"319,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,290
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง680"
"2017 MAZDA MAZDA2, 1.3 Sports High Connect โฉม ปี14-ปัจจุบัน 5Dr",สีแดง เกียร์ออโต้ ทะเบียน 6กฌ6616 กรุงเทพฯ,"94,000 ",อัพเดท  1 วัน ผู้เข้าชม  888,"325,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








55,000
ดาวน์







4,306
ผ่อน



หารถโฉมนี้ที่ดาวน์ 55,000บ.


ราคาป้ายแดง620"
"2017 MAZDA BT-50, PRO 2.2 V FREE STYLE CAB โฉม FREE STYLE CAB",สีดำ เกียร์ธรรมดา ทะเบียน 3ฒร8242 กรุงเทพฯ,"152,410 ",อัพเดท  1 วัน ผู้เข้าชม  1891,"325,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








55,000
ดาวน์







4,531
ผ่อน



หารถโฉมนี้ที่ดาวน์ 55,000บ.


ราคาป้ายแดง639"
"2017 MAZDA MAZDA2, 1.3 Sports High Plus โฉม ปี14-ปัจจุบัน 5Dr",สีแดง เกียร์ออโต้ ทะเบียน 4ขฆ3741 กรุงเทพฯ,"80,000 ",อัพเดท  4 วัน ผู้เข้าชม  2487,"328,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








55,000
ดาวน์







4,353
ผ่อน



หารถโฉมนี้ที่ดาวน์ 55,000บ.


ราคาป้ายแดง670"
"2017 MAZDA MAZDA2, 1.3 STD โฉม ปี14-ปัจจุบัน 4Dr",สีเทา เกียร์ออโต้ ทะเบียน ขต9667 ขอนแก่น,"95,195 ",อัพเดท  7 ชม. ผู้เข้าชม  2361,"328,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








55,000
ดาวน์







4,353
ผ่อน



หารถโฉมนี้ที่ดาวน์ 55,000บ.


ราคาป้ายแดง530"
"2017 MAZDA MAZDA2, 1.3 High Plus โฉม ปี14-ปัจจุบัน 4Dr",สีฟ้า เกียร์ออโต้ ทะเบียน 6กจ9207 กรุงเทพฯ,"112,000 ",อัพเดท  3 วัน ผู้เข้าชม  328,"329,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








55,000
ดาวน์







4,369
ผ่อน



หารถโฉมนี้ที่ดาวน์ 55,000บ.


ราคาป้ายแดง670"
"2017 MAZDA MAZDA2, 1.3 High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 5กอ3121 กรุงเทพฯ,"128,000 ",อัพเดท  9 ชม. ผู้เข้าชม  193,"329,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








55,000
ดาวน์







4,369
ผ่อน



หารถโฉมนี้ที่ดาวน์ 55,000บ.


ราคาป้ายแดง620"
"2017 MAZDA MAZDA2, 1.3 High โฉม ปี14-ปัจจุบัน 4Dr",สีดำ เกียร์ออโต้ ทะเบียน 4ขช5420 กรุงเทพฯ,"96,020 ",อัพเดท  1 วัน ผู้เข้าชม  947,"335,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,385
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง590"
"2017 MAZDA MAZDA2, 1.3 Sport S โฉม ปี14-ปัจจุบัน 5Dr",สีแดง เกียร์ออโต้ ทะเบียน กธ550 ปทุมธานี,"139,480 ",อัพเดท  5 ชม. ผู้เข้าชม  2421,"335,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,385
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง627"
"2017 MAZDA MAZDA2, 1.3 High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 6กผ6108 กรุงเทพฯ,"52,000 ",อัพเดท  2 วัน ผู้เข้าชม  2078,"338,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,433
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2017 MAZDA BT-50, PRO 2.2 DOUBLE CAB HI-RACER โฉม HI-RACER DOUBLE CAB",สีเทา เกียร์ธรรมดา ทะเบียน 6กส5905 กรุงเทพฯ,"180,214 ",อัพเดท  2 วัน ผู้เข้าชม  4234,"338,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,433
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000"
"2017 MAZDA MAZDA2, 1.3 Sports STD โฉม ปี14-ปัจจุบัน 5Dr",สีแดง เกียร์ออโต้ ทะเบียน 6กภ5105 กรุงเทพฯ,"87,266 ",อัพเดท  5 ชม. ผู้เข้าชม  1304,"345,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,545
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง530"
"2017 MAZDA MAZDA2, 1.3 High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีเทา เกียร์ออโต้ ทะเบียน 4ขฐ6155 กรุงเทพฯ,"26,000 ",อัพเดท  12 ชม. ผู้เข้าชม  2443,"345,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,545
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2017 MAZDA MAZDA2, 1.3 Sports High โฉม ปี14-ปัจจุบัน 5Dr",สีขาว เกียร์ออโต้ ทะเบียน งค498 ชลบุรี,"124,115 ",อัพเดท  1 ชม. ผู้เข้าชม  147,"349,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,609
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง590"
"2017 MAZDA MAZDA2, 1.3 High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีน้ำเงิน เกียร์ออโต้ ทะเบียน 7กฉ5804 กรุงเทพฯ,"45,000 ",อัพเดท  1 วัน ผู้เข้าชม  815,"349,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,609
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2017 MAZDA MAZDA2, 1.3 High Plus โฉม ปี14-ปัจจุบัน 4Dr",สีแดง เกียร์ออโต้ ทะเบียน 6กย3785 กรุงเทพฯ,"100,000 ",อัพเดท  3 ชม. ผู้เข้าชม  1064,"349,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,609
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง670"
"2017 MAZDA MAZDA2, 1.3 High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน กน8626 จันทบุรี,"72,500 ",อัพเดท  3 วัน ผู้เข้าชม  2397,"349,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,609
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2017 MAZDA MAZDA2, 1.3 High Plus โฉม ปี14-ปัจจุบัน 4Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน งฉ4817 กรุงเทพฯ,"44,000 ",อัพเดท  3 ชม. ผู้เข้าชม  2949,"354,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,688
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง670"
"2018 MAZDA MAZDA2, 1.3 Sports High Connect โฉม ปี14-ปัจจุบัน 5Dr",สีน้ำเงิน เกียร์ออโต้ ทะเบียน 7กศ5669 กรุงเทพฯ,"80,157 ",อัพเดท  4 วัน ผู้เข้าชม  2566,"350,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,513
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2018 MAZDA MAZDA2, 1.3 Sports High Connect โฉม ปี14-ปัจจุบัน 5Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 8กน9987 กรุงเทพฯ,"65,400 ",อัพเดท  1 วัน ผู้เข้าชม  403,"355,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,591
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2018 MAZDA MAZDA2, 1.3 Sports High Connect โฉม ปี14-ปัจจุบัน 5Dr",สีดำ เกียร์ออโต้ ทะเบียน 8กง8725 กรุงเทพฯ,"69,909 ",อัพเดท  1 วัน ผู้เข้าชม  598,"385,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








70,000
ดาวน์







4,902
ผ่อน



หารถโฉมนี้ที่ดาวน์ 70,000บ.


ราคาป้ายแดง620"
"2018 MAZDA MAZDA2, 1.3 Sports High Connect โฉม ปี14-ปัจจุบัน 5Dr",สีบรอนซ์เงิน เกียร์ออโต้ ทะเบียน 7กฐ1186 กรุงเทพฯ,"31,518 ",อัพเดท  2 วัน ผู้เข้าชม  1976,"398,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








70,000
ดาวน์







5,105
ผ่อน



หารถโฉมนี้ที่ดาวน์ 70,000บ.


ราคาป้ายแดง620"
"2018 MAZDA CX-5, 2.2 XDL โฉม ปี13-ปัจจุบัน",สีขาว เกียร์ออโต้ ทะเบียน 9กธ4124 กรุงเทพฯ,"139,589 ",อัพเดท  1 วัน ผู้เข้าชม  2733,"690,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








150,000
ดาวน์







8,404
ผ่อน



หารถโฉมนี้ที่ดาวน์ 150,000บ.


ราคาป้ายแดง1,770"
"2018 MAZDA MAZDA2, 1.3 High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีแดง เกียร์ออโต้ ทะเบียน 6กร9219 กรุงเทพฯ,"80,000 ",อัพเดท  1 สัปดาห์ ผู้เข้าชม  2549,"37,000 บาทราคาป้ายแดง620"
"2018 MAZDA CX-5, 2.0 SP โฉม ปี13-ปัจจุบัน",สี เกียร์ออโต้ ทะเบียน 8กก8363 กรุงเทพฯ,"94,000 ",อัพเดท  2 วัน ผู้เข้าชม  1852,"73,000 บาทราคาป้ายแดง1,530"
"2018 MAZDA MAZDA2, 1.3 High โฉม ปี14-ปัจจุบัน 4Dr",สีแดง เกียร์ออโต้ ทะเบียน 7กจ1960 กรุงเทพฯ,"59,000 ",อัพเดท  4 ชม. ผู้เข้าชม  1288,"319,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,186
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง590"
"2018 MAZDA MAZDA2, 1.3 High Plus โฉม ปี14-ปัจจุบัน 4Dr",สีเทา เกียร์ออโต้ ทะเบียน กต7730 ศรีสะเกษ,"170,000 ",อัพเดท  3 วัน ผู้เข้าชม  2684,"335,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,280
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง670"
"2018 MAZDA BT-50, PRO 2.2 V FREE STYLE CAB โฉม FREE STYLE CAB",สีดำ เกียร์ธรรมดา ทะเบียน ยจ3414 เชียงใหม่,"51,000 ",อัพเดท  1 วัน ผู้เข้าชม  1122,"339,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,565
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง639"
"2018 MAZDA MAZDA2, 1.3 Sports High Plus โฉม ปี14-ปัจจุบัน 5Dr",สีเทา เกียร์ออโต้ ทะเบียน 7กผ6428 กรุงเทพฯ,"92,000 ",อัพเดท  2 วัน ผู้เข้าชม  1925,"339,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,342
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง670"
"2018 MAZDA MAZDA2, 1.3 High Plus โฉม ปี14-ปัจจุบัน 4Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 7กน4986 กรุงเทพฯ,"140,000 ",อัพเดท  2 วัน ผู้เข้าชม  2139,"339,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,342
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง670"
"2018 MAZDA MAZDA2, 1.3 High โฉม ปี14-ปัจจุบัน 4Dr",สีน้ำเงิน เกียร์ออโต้ ทะเบียน 4ขญ7334 กรุงเทพฯ,"122,490 ",อัพเดท  1 วัน ผู้เข้าชม  1038,"345,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,435
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง590"
"2018 MAZDA MAZDA2, 1.3 Sports STD โฉม ปี14-ปัจจุบัน 5Dr",สีน้ำเงิน เกียร์ออโต้ ทะเบียน 2ขษ3786 กรุงเทพฯ,"52,780 ",อัพเดท  1 วัน ผู้เข้าชม  2578,"345,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,435
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง530"
"2018 MAZDA MAZDA2, 1.3 High โฉม ปี14-ปัจจุบัน 4Dr",สีบรอนซ์เงิน เกียร์ออโต้ ทะเบียน 4ขฌ8790 กรุงเทพฯ,"148,170 ",อัพเดท  1 วัน ผู้เข้าชม  2310,"345,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,435
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง590"
"2018 MAZDA MAZDA2, 1.3 High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 7กธ2479 กรุงเทพฯ,"58,000 ",อัพเดท  3 วัน ผู้เข้าชม  1411,"348,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,482
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2018 MAZDA MAZDA2, 1.3 High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีเทา เกียร์ออโต้ ทะเบียน งน4949 กรุงเทพฯ,"90,000 ",อัพเดท  6 ชม. ผู้เข้าชม  2919,"355,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,591
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2018 MAZDA MAZDA2, 1.3 Sports High Connect โฉม ปี14-ปัจจุบัน 5Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 8กช9795 กรุงเทพฯ,"49,267 ",อัพเดท  2 วัน ผู้เข้าชม  1214,"358,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,638
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2018 MAZDA MAZDA2, 1.3 Sports High Plus โฉม ปี14-ปัจจุบัน 5Dr",สีแดง เกียร์ออโต้ ทะเบียน 7กฐ3235 กรุงเทพฯ,"100,000 ",อัพเดท  10 ชม. ผู้เข้าชม  1157,"359,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,653
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง670"
"2018 MAZDA MAZDA2, 1.3 High Plus โฉม ปี14-ปัจจุบัน 4Dr",สีแดง เกียร์ออโต้ ทะเบียน 7กค7590 กรุงเทพฯ,"76,000 ",อัพเดท  3 ชม. ผู้เข้าชม  1403,"359,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,653
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง670"
"2018 MAZDA MAZDA2, 1.3 High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 4ขจ2366 กรุงเทพฯ,"99,400 ",อัพเดท  1 วัน ผู้เข้าชม  1382,"359,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,653
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2018 MAZDA MAZDA2, 1.3 Sports High Connect โฉม ปี14-ปัจจุบัน 5Dr",สีเทา เกียร์ออโต้ ทะเบียน กย2724 นครปฐม,"120,738 ",อัพเดท  3 นาที ผู้เข้าชม  2630,"359,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,653
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2018 MAZDA MAZDA2, 1.3 High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 8กค4909 กรุงเทพฯ,"53,000 ",อัพเดท  1 วัน ผู้เข้าชม  306,"375,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,902
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2018 MAZDA MAZDA2, 1.3 Sports High Connect โฉม ปี14-ปัจจุบัน 5Dr",สีดำ เกียร์ออโต้ ทะเบียน 7กฮ7344 กรุงเทพฯ,"72,590 ",อัพเดท  1 วัน ผู้เข้าชม  2860,"375,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,902
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2018 MAZDA MAZDA2, 1.3 High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 9กภ4911 กรุงเทพฯ,"44,447 ",อัพเดท  2 วัน ผู้เข้าชม  546,"379,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,965
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2018 MAZDA MAZDA2, 1.3 Sports High Connect โฉม ปี14-ปัจจุบัน 5Dr",สีเทา เกียร์ออโต้ ทะเบียน 7กว4831 กรุงเทพฯ,"40,000 ",อัพเดท  2 ชม. ผู้เข้าชม  1532,"379,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,965
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2018 MAZDA MAZDA2, 1.3 Sports High Connect โฉม ปี14-ปัจจุบัน 5Dr",สีขาว เกียร์ออโต้ ทะเบียน 1ขษ677 กรุงเทพฯ,"25,000 ",อัพเดท  10 ชม. ผู้เข้าชม  1928,"379,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,965
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
